market_id,condition_id,event_id,question,category,tags,outcomes,outcome_prices,clob_token_ids,yes_token_id,yes_price_current,start_date,end_date,close_date,active,closed,archived,resolved_outcome,volume,liquidity,volume_clob,uma_resolution_status,uma_resolution_statuses,resolved_by,resolution_source,enable_order_book,slug,description,is_binary,has_yes_token,market_family,asset,threshold,direction,target_date,is_core,is_satellite,selection_reason,exclusion_reason
253591,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,903193,Will Donald Trump win the 2024 US Presidential Election?,,[],['Yes' 'No'],[1. 0.],"['21742633143463906290569050155826241533067272736897614950488156847949938836455'
 '48331043336612883890938759509493159234755048973500640148014422747788308965732']",21742633143463906290569050155826241533067272736897614950488156847949938836455,1.0,2024-01-04T22:58:00Z,2024-11-05T12:00:00Z,2024-11-06 15:17:41+00,True,True,False,Yes,1531479284.504353,,1531479284.504353,resolved,[],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-donald-trump-win-the-2024-us-presidential-election,"This market will resolve to “Yes” if Donald J. Trump wins the 2024 US Presidential Election. Otherwise, this market will resolve to “No.”

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2025) this market will resolve based on who is inaugurated.",True,True,excluded,,,,2024-11-05T12:00:00Z,False,False,,not_crypto_candidate
253597,0xc6485bb7ea46d7bb89beb9c91e7572ecfc72a6273789496f78bc5e989e4d1638,903193,Will Kamala Harris win the 2024 US Presidential Election?,,[],['Yes' 'No'],[0. 1.],"['69236923620077691027083946871148646972011131466059644796654161903044970987404'
 '87584955359245246404952128082451897287778571240979823316620093987046202296181']",69236923620077691027083946871148646972011131466059644796654161903044970987404,0.0,2024-01-04T23:02:00Z,2024-11-04T12:00:00Z,2024-11-06 18:03:54+00,True,True,False,No,1037039118.18879,,1037039118.18879,resolved,[],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-kamala-harris-win-the-2024-us-presidential-election,"This market will resolve to “Yes” if Kamala Harris wins the 2024 US Presidential Election. Otherwise, this market will resolve to “No.”

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2025) this market will resolve based on who is inaugurated.

Note: An update may be made to this market to allow for early expiration if the candidate is definitively no longer in contention for the presidency.",True,True,excluded,,,,2024-11-04T12:00:00Z,False,False,,not_crypto_candidate
511754,0xc3d4155148681756bfe67bb41d8d0882a8a122e7d3762b3591bf6598c9bd198b,14023,Will Donald Trump be inaugurated?,,[],['Yes' 'No'],[1. 0.],"['45714870634090908403813747458214625542376052548606303175331201110938821302832'
 '81903344213938200361285862519406650037576398044514748634670292917494365866240']",45714870634090908403813747458214625542376052548606303175331201110938821302832,1.0,2024-11-01T22:45:48.722Z,2025-01-20T12:00:00Z,2025-01-20 22:51:36+00,True,True,False,Yes,400409526.886835,,400409526.886835,resolved,[],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-donald-trump-be-inaugurated,"This market will resolve to ""Yes"" if Donald J. Trump is inaugurated as President of the United States. Otherwise, this market will resolve to ""No"".

Inauguration day is currently scheduled for January 20, 2025. If inauguration day is delayed, this market will remain open until someone has been inaugurated. If no one has been inaugurated by January 31, 2025, 11:59 PM ET, this market will resolve to ""No"". 

The primary resolution source for this market will be information from the US government, however a consensus of credible reporting will also be used.",True,True,excluded,,,,2025-01-20T12:00:00Z,False,False,,not_crypto_candidate
507892,0x763cc84a3cde36b9ce12a8afe6d3e1e3e46e50692e8ec47636c7803c1033cfab,12815,Will the Sacramento Kings win the 2025 NBA Finals?,,[],['Yes' 'No'],[0. 1.],"['41257670817876317355997233596113195194194608207987371129645019730826567930842'
 '6337766885333966690546293438662675059330486971861645192801950206137287554438']",41257670817876317355997233596113195194194608207987371129645019730826567930842,0.0,2024-09-24T18:00:05.843Z,2025-06-23T12:00:00Z,2025-04-17 08:51:19+00,True,True,False,No,378011506.511399,,378011506.511399,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-the-sacramento-kings-win-the-2025-nba-finals,"This market will resolve to “Yes” if the Sacramento Kings win the 2024-2025 NBA Championship. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to become 2024-25 NBA Champion based off the rules of the NBA.

The resolution source for this market will be information from the NBA.",True,True,excluded,,,,2025-06-23T12:00:00Z,False,False,,not_crypto_candidate
512340,0x9872fe47fbf6284e5399c0f41d6d2c8fb310d2f4d2d50635ab3b36f6a0a7f5b0,14228,Will Nicolae Ciucă win the 2024 Romanian Presidential election?,,[],['Yes' 'No'],[0. 1.],"['53033438245279373213426094525005043480366615306824323472317521871682514379120'
 '59618000103872045883924272587382664437569966578424869104128564655378953160740']",53033438245279373213426094525005043480366615306824323472317521871682514379120,0.0,2024-11-08T00:19:54.627273Z,2024-12-08T12:00:00Z,2025-05-01 09:18:53+00,True,True,False,No,326507670.562732,,326507670.562732,resolved,['proposed' 'resolved'],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-nicolae-ciuca-win-the-2024-romanian-presidential-election,"Presidential elections will be held in Romania on 24 November 2024. A second round will be held on 8 December 2024 if no candidate receives an absolute majority of the vote.

This market will resolve to ""Yes"" if Nicolae Ciucă wins this election. Otherwise, this market will resolve to ""No"".

This market includes any potential second round. If the result of this election isn't known by April 30, 2025, 11:59 PM ET, the market will resolve to ""No"".

This market will resolve solely based off the first official announcement of the election results from the Romanian Government, specifically the Permanent Electoral Authority (https://www.roaep.ro/prezentare/).
",True,True,excluded,,,,2024-12-08T12:00:00Z,False,False,,not_crypto_candidate
1640919,0x6d0e09d0f04572d9b1adad84703458b0297bc5603b69dccbde93147ee4443246,158299,US forces enter Iran by April 30?,,[],['Yes' 'No'],[1. 0.],"['2916184120206223749839849644877707470354946028257066951797428049170871002238'
 '76533108781962275310651165149634079251899733930834190485860627580128626747247']",2916184120206223749839849644877707470354946028257066951797428049170871002238,1.0,2026-03-18T16:32:52.336057Z,2026-04-30T00:00:00Z,2026-04-09 00:28:21+00,True,True,False,Yes,269049107.0837461,,269049107.0837461,resolved,['proposed' 'disputed' 'proposed' 'disputed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,us-forces-enter-iran-by-april-30-899,"This market will resolve to “Yes” if active US military personnel physically enter Iran at any point by the listed date (ET). Otherwise, this market will resolve to ""No"".

Military special operation forces will qualify; however, intelligence operatives will not count.

US military personnel must physically enter the terrestrial territory of Iran to qualify. Entering Iran's maritime or aerial territory will not count.

Military contractors, military advisors, or high-ranking US service members entering Iran for diplomatic purposes (and their accompanying entourage) will not qualify.

The resolution source will be a consensus of credible reporting.

Note: Only US military personnel who deliberately enter the terrestrial territory of Iran for operational purposes (e.g., military, humanitarian, etc.) will qualify. Pilots who are shot down, or other cases in which US military personnel do not deliberately enter the terrestrial territory of Iran, will not qualify.",True,True,excluded,,,,2026-04-30T00:00:00Z,False,False,,not_crypto_candidate
546814,0x655e5ca101c466b6293aa15e06173b78b293221803d56e35551f708cd82eb352,25044,Will Zelenskyy wear a suit before July?,,[],['Yes' 'No'],[0. 1.],"['103864131794756285503734468197278890131080300305704085735435172616220564121629'
 '34379581789895528560281218239759280237277305372978794324822777438824410172683']",103864131794756285503734468197278890131080300305704085735435172616220564121629,0.0,2025-05-22T22:31:50.2Z,2025-06-30T12:00:00Z,2025-07-09 00:30:39+00,True,True,False,No,242231180.272023,,242231180.272023,resolved,"['proposed' 'disputed' 'proposed' 'disputed' 'proposed' 'disputed'
 'proposed' 'disputed' 'proposed' 'disputed']",0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,,True,will-zelenskyy-wear-a-suit-before-july,"This market will resolve to ""Yes"" if Volodymyr Zelenskyy is is photographed or videotaped wearing a suit between May 22 and June 30, 2025 ET. Otherwise, this market will resolve to ""No"".

For this market to resolve to ""Yes"" the images or video must be taken and released within this market's timeframe. The images or video must be authentic, not the result of artificial intelligence or video editing.

The resolution source will be a consensus of credible reporting.",True,True,excluded,,,,2025-06-30T12:00:00Z,False,False,,not_crypto_candidate
253642,0x55c551896c10a74861f2fd88b4f928694310114704cc74b29b9760d1156cade6,903193,Will any other Republican Politician win the 2024 US Presidential Election?,,[],['Yes' 'No'],[0. 1.],"['87935798830831555521299232238121934560977823768906296045917813721531790174443'
 '57677804490585887398706024193987529955099603362215749525873675088072565146041']",87935798830831555521299232238121934560977823768906296045917813721531790174443,0.0,2024-01-06T20:13:00Z,2024-11-05T00:00:00Z,2024-11-06 19:45:36+00,True,True,False,No,241655099.850067,,241655099.850067,resolved,[],0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,,True,will-any-other-republican-politician-win-the-2024-us-presidential-election,"This market will resolve to “Yes” if any other Republican Politician other than Donald J. Trump, Nikki Haley, Robert F. Kennedy Jr., Ron DeSantis, Vivek Ramaswamy, and Chris Christie wins. Otherwise this market will resolve to “No.”

For the purposes of this market a Republican Politician is defined as an individual who has held elected office at either the state or federal level (i.e. including but not limited to US Senator, US Representative, Governor, Lieutenant Governor, State Senator, State Representative) and runs as a Republican for the 2024 US Presidential election. 

If their affiliation changes to Independent or a party other than Republican before election day, the individual will not be considered as a Republican Politician.",True,True,excluded,,,,2024-11-05T00:00:00Z,False,False,,not_crypto_candidate
2036399,0x1d2787cb8aed975d092b2799ed6f4083e9445f7420cdc09e9d47e7d54356c6cd,357625,"US x Iran ceasefire extended by April 22, 2026?",,[],['Yes' 'No'],[0. 1.],"['50049642142024617231697970377792489304039200104142714216386619263735691638204'
 '110959653450933276250915064669875552310439627880508793089816880777942697720191']",50049642142024617231697970377792489304039200104142714216386619263735691638204,0.0,2026-04-20T19:37:22.15054Z,2026-04-21T00:00:00Z,2026-05-01 00:32:42+00,True,True,False,No,203621392.1401,,203621392.1401,resolved,['proposed' 'disputed' 'proposed' 'disputed' 'proposed' 'disputed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,us-x-iran-ceasefire-extended-by-april-22-2026,"This market will resolve to “Yes” if there is an official extension of the two-week ceasefire agreement between the United States and Iran announced on April 7, 2026, defined as a publicly announced and mutually agreed extension to the halt in direct military engagement between the United States and Iran, by the specified date, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

Both extensions of the April 7 ceasefire and new agreements for an extended ceasefire will qualify, even if a brief period occurs during which there is no formal ceasefire in effect after the expiration of the April 7 ceasefire.

If a qualifying agreement is officially reached before the resolution date, this market will resolve to “Yes,” regardless of whether the ceasefire extension ultimately takes effect. 

An extension of the ceasefire agreement requires clear public confirmation from both the United States government and the government of Iran that they have agreed to halt military hostilities against one another for longer than the initially agreed two-week period, or for an official extension of the ceasefire agreement in place to be otherwise confirmed by an overwhelming consensus of media reporting.

Any form of informal understanding, backchannel communication, de-escalation, or unilateral pause in hostilities without a confirmed agreement on a qualifying extension will not qualify. Similarly, newly agreed-upon humanitarian pauses, limited operational pauses, or temporary tactical stand-downs will not qualify.

A newly agreed-upon broader peace deal will qualify if it includes a qualifying extension of the ceasefire agreement/halt in military hostilities. Agreements that outline future negotiations or de-escalation measures, but do not explicitly commit to extending the ceasefire, will not qualify.

This market’s resolution will be based on official statements from the United States government and the government of Iran. However, an overwhelming consensus of credible media reporting confirming that an official ceasefire extension agreement has been reached will suffice.",True,True,excluded,,,,2026-04-21T00:00:00Z,False,False,,not_crypto_candidate
2270330,0xd86a816093fcd0a0e1ca440bc5ce199bd3c5a8d6139e044b076958164f8c5423,357807,"US x Iran permanent peace deal by June 15, 2026?",,[],['Yes' 'No'],[1. 0.],"['5904694069529905826680225678119990013628860098514322777023141327768111791078'
 '59855952379545476461266875939089074481171378466995213858930892770855011813551']",5904694069529905826680225678119990013628860098514322777023141327768111791078,1.0,2026-05-15T20:13:39.789Z,2026-06-15T00:00:00Z,2026-06-18 00:32:19+00,True,True,False,Yes,177370818.43892464,,177370818.43892464,resolved,['proposed' 'disputed' 'proposed' 'disputed'],0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,True,us-x-iran-permanent-peace-deal-by-june-15-2026-734-856-129,"This market will resolve to “Yes” if Iran and the United states agree to a permanent peace deal by the specified date, 11:59 PM ET. Otherwise, this market will resolve to “No”. 

A permanent peace deal refers to any agreement which explicitly indicates that military hostilities between the United States and Iran have ended or will permanently cease, or uses equivalent language clearly signaling a lasting end to military hostilities between the United States and Iran. Agreements that are explicitly temporary or which do not include a definitive agreement to end military hostilities between the US and Iran on a lasting basis (e.g. a temporary extension of the two-week ceasefire agreement announced on April 7, 2026), will not qualify.

A qualifying agreement will be considered to have been established if either of the following conditions are met:

- The United States and Iran each sign or formally adopt a written agreement (e.g. a treaty or multi-point agreement) which meets the above criteria.

- Both the governments of the United States and Iran provide clear public confirmation that a qualifying agreement has been definitively established. Negotiations, statements of progress, or other statements which do not constitute a definitive announcement that a qualifying agreement has been reached will not count.

The primary resolution source for this market will be official information from the governments of the United States and Iran; however, a consensus of credible reporting may also be used.",True,True,excluded,,,,2026-06-15T00:00:00Z,False,False,,not_crypto_candidate
